modzcta,month,total_requests,noise_total,illegal_parking,heat_hot_water,sanitation,rodent,homeless_assistance,animal_abuse,taxi_complaint,food_establishment,street_light_condition,missed_collection,type__Abandoned_Vehicle,type__Blocked_Driveway,type__HEAT_HOT_WATER,type__Illegal_Parking,type__Noise,type__Noise_-_Commercial,type__Noise_-_Residential,type__Noise_-_Street_Sidewalk,type__Noise_-_Vehicle,type__PAINT_PLASTER,type__PLUMBING,type__Request_Large_Bulky_Item_Collection,type__Street_Condition,type__UNSANITARY_CONDITION,type__Water_System,Health,Homeless,NYPD,Other,Sanitation,Transportation
11104,2022-03,895,134,174,146,28,16,3,0,1,5,8,4,16,38,146,174,22,6,80,11,12,28,25,6,21,24,11,30,3,347,407,40,68
11105,2022-03,1372,174,374,64,57,22,5,0,0,5,39,29,28,72,64,374,20,38,65,20,27,13,8,54,37,28,18,39,5,676,404,135,113
11106,2022-03,1069,248,174,128,38,4,6,0,1,6,9,15,17,101,128,174,24,37,136,33,18,12,14,27,26,23,7,16,6,527,331,103,86
11109,2022-03,46,16,23,1,0,1,0,0,0,0,2,0,0,0,1,23,3,2,2,5,4,0,0,0,0,0,0,1,0,36,5,1,3
11201,2022-03,2016,581,473,29,34,26,28,0,4,5,43,23,23,35,29,473,122,31,324,35,67,10,12,44,62,11,23,62,32,1037,498,170,217
11203,2022-03,2110,252,187,261,157,34,1,0,1,5,32,49,66,213,261,187,10,34,164,22,21,55,62,44,57,108,31,55,1,719,924,250,161
11204,2022-03,2167,191,494,122,118,17,2,0,0,2,40,91,55,311,122,494,38,15,96,24,17,33,19,64,45,27,37,25,2,1035,677,262,166
11205,2022-03,1642,210,643,51,69,31,2,0,0,1,16,31,34,55,51,643,23,32,97,30,28,14,21,45,42,38,5,40,5,953,345,180,119
11206,2022-03,1973,562,248,113,76,25,8,0,2,4,30,31,42,110,113,248,50,86,282,92,51,17,51,60,38,45,14,49,8,957,580,246,133
11207,2022-03,3062,447,361,178,199,49,8,0,2,7,31,36,60,230,178,361,23,43,265,88,27,60,78,65,94,163,50,78,11,1138,1117,485,233
11208,2022-03,2742,329,534,231,157,15,5,0,0,6,35,42,64,250,231,534,12,38,156,100,23,56,43,46,86,115,57,37,5,1263,874,347,216
11209,2022-03,2098,239,451,225,70,28,13,0,3,8,54,27,18,143,225,451,30,44,115,28,22,35,28,114,60,43,26,72,13,856,702,246,209
11210,2022-03,1770,178,264,220,127,19,5,0,0,4,14,55,30,180,220,264,23,14,103,22,16,41,51,53,57,72,34,29,5,644,744,226,122
11211,2022-03,3161,759,323,102,164,58,12,0,2,11,24,90,22,167,102,323,123,201,280,101,53,65,33,77,150,74,57,96,100,1280,937,459,289
11212,2022-03,1902,350,192,203,128,25,4,0,1,5,16,18,21,120,203,192,12,16,282,27,12,73,91,38,52,110,22,47,4,690,842,185,134
11213,2022-03,2349,327,219,316,167,63,7,0,1,9,45,25,55,82,316,219,34,12,241,33,7,98,91,45,64,142,14,92,7,670,1165,251,164
11214,2022-03,1980,201,599,150,94,22,5,0,1,8,23,78,45,198,150,599,24,4,147,15,11,13,16,86,62,16,23,44,5,1040,441,301,149
11215,2022-03,2159,209,459,92,99,52,14,0,0,10,41,77,33,78,92,459,58,45,58,23,25,22,16,151,78,22,77,78,26,785,665,351,254
11216,2022-03,2228,432,266,132,123,66,14,0,1,5,13,41,49,76,132,266,36,88,168,82,56,47,54,77,51,82,13,86,18,843,807,331,143
11217,2022-03,2002,379,634,22,69,26,18,0,2,28,28,50,10,41,22,634,76,43,143,59,56,25,18,67,70,19,8,74,25,1045,468,188,202
11218,2022-03,1912,221,348,229,86,53,10,0,0,4,27,57,58,172,229,348,30,20,92,39,38,15,16,63,46,29,35,64,10,805,618,258,157
11219,2022-03,1492,136,197,84,180,11,1,0,0,8,29,132,46,134,84,197,14,25,55,22,20,23,15,100,65,48,17,27,1,506,408,387,163
11220,2022-03,1935,232,362,232,70,35,15,0,0,9,49,38,21,198,232,362,31,61,65,48,26,21,20,52,85,32,48,62,18,814,614,204,223
11221,2022-03,2659,686,324,172,123,71,4,0,2,9,16,24,55,192,172,324,47,68,446,56,68,37,37,117,28,99,26,100,4,1241,790,419,105
11222,2022-03,2007,329,597,61,78,32,10,0,1,12,22,53,18,95,61,597,65,121,73,36,28,11,8,76,46,25,24,59,33,1049,473,272,121
11223,2022-03,1934,248,519,91,60,9,2,0,1,2,29,40,28,198,91,519,22,15,150,29,31,12,19,54,63,20,37,17,2,998,519,205,193
11224,2022-03,534,111,68,30,23,9,0,0,0,0,7,5,12,23,30,68,16,0,75,15,5,10,16,7,8,18,8,20,0,207,194,75,38
11225,2022-03,2174,382,223,392,139,55,30,0,0,4,9,20,28,98,392,223,51,44,165,101,21,75,63,34,32,119,10,77,34,714,1079,182,88
11226,2022-03,3964,724,371,743,244,69,12,0,2,7,25,24,38,172,743,371,42,26,459,104,92,153,174,56,38,220,41,102,12,1323,2105,286,136
11228,2022-03,943,56,238,12,58,5,2,0,1,2,22,39,34,62,12,238,10,0,33,11,2,8,5,52,43,19,27,13,2,397,285,148,98
11229,2022-03,1933,503,203,127,85,13,2,0,0,6,30,52,54,183,127,203,17,7,411,39,26,11,17,58,72,33,20,39,2,965,533,241,153
11230,2022-03,2224,287,403,307,144,19,2,0,1,6,13,89,30,202,307,403,21,21,199,21,25,45,51,47,52,55,30,38,2,926,857,243,158
11231,2022-03,1095,214,232,29,45,18,0,0,1,6,22,39,24,34,29,232,34,35,122,18,3,10,8,74,40,6,11,32,0,479,281,177,126
11232,2022-03,991,135,203,60,36,22,3,0,0,4,35,25,23,68,60,203,12,31,41,32,16,4,12,19,66,11,11,37,4,445,207,129,169
11233,2022-03,2235,327,431,186,165,44,7,0,1,5,14,36,32,114,186,431,20,16,220,40,31,54,63,60,31,129,29,65,7,906,884,254,119
11234,2022-03,2089,165,328,74,120,20,0,0,0,5,27,79,179,157,74,328,22,19,104,12,6,13,19,102,110,41,121,35,0,828,624,380,222
11235,2022-03,1703,247,279,144,79,23,4,0,0,2,47,44,31,139,144,279,17,15,174,29,12,29,25,40,43,35,39,52,4,710,565,209,163
11236,2022-03,1751,158,182,104,123,13,0,0,2,2,28,71,50,222,104,182,5,15,106,14,18,15,24,76,80,52,67,23,0,624,537,383,184
11237,2022-03,1853,403,187,80,83,112,3,0,1,17,16,12,38,137,80,187,28,62,154,101,58,44,32,48,26,71,20,151,7,770,566,276,83
11238,2022-03,2221,335,466,152,99,57,11,0,4,7,19,45,17,83,152,466,67,23,159,52,34,42,61,86,61,54,50,77,12,876,801,295,160
11239,2022-03,541,40,178,20,13,4,1,0,0,1,0,1,108,72,20,178,2,0,22,6,10,7,7,1,26,12,4,9,1,402,77,11,41
11242,2022-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11354,2022-03,928,119,116,57,43,9,2,0,3,5,22,21,13,83,57,116,11,10,68,20,8,8,6,30,57,22,29,27,5,340,282,121,153
11355,2022-03,1518,208,111,185,51,20,1,0,1,25,11,27,19,274,185,111,18,8,138,18,26,16,12,32,82,24,42,56,5,667,501,101,188
11356,2022-03,949,149,125,21,37,4,0,0,0,1,18,17,49,77,21,125,6,9,71,53,9,5,10,40,56,20,11,9,0,406,305,123,106
11357,2022-03,1179,331,184,2,59,9,0,0,0,2,42,55,62,41,2,184,15,8,104,106,83,1,0,55,68,4,12,16,0,618,211,171,163
11358,2022-03,828,70,132,15,38,4,0,0,0,2,19,35,36,73,15,132,25,4,25,14,2,2,2,59,85,3,24,10,0,290,227,157,144
11359,2022-03,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
11360,2022-03,269,31,84,2,10,0,1,0,0,1,9,9,16,3,2,84,0,0,22,6,3,2,1,16,16,1,6,2,1,137,58,38,33
11361,2022-03,699,107,73,21,44,4,1,0,0,1,28,28,31,42,21,73,9,51,33,2,10,4,0,54,70,16,15,10,1,248,192,113,135
11362,2022-03,310,23,42,2,7,0,2,0,0,1,21,7,16,3,2,42,6,6,8,0,3,0,0,28,56,0,26,1,2,82,76,54,95
11363,2022-03,159,3,16,4,5,1,0,0,0,0,4,4,7,6,4,16,2,0,1,0,0,1,0,10,33,1,3,4,0,32,47,23,53
11364,2022-03,616,56,91,36,32,1,0,0,0,2,23,20,19,18,36,91,15,1,34,4,2,5,5,39,59,12,13,6,0,181,224,87,118
11365,2022-03,1048,145,168,23,40,2,4,0,0,1,15,39,37,38,23,168,4,0,39,3,99,5,8,55,60,1,43,10,4,533,222,137,142
11366,2022-03,1395,628,151,20,27,1,0,0,0,4,13,23,12,30,20,151,94,0,25,1,508,3,3,20,42,4,13,43,0,872,322,68,90
11367,2022-03,919,115,68,72,91,10,1,0,0,5,27,52,18,38,72,68,15,0,83,9,8,6,15,25,42,39,34,22,1,293,348,138,117
11368,2022-03,2040,507,236,86,67,16,10,0,0,6,48,30,10,458,86,236,11,40,186,150,94,23,26,24,40,37,16,38,23,1234,413,156,176
11369,2022-03,836,124,129,67,25,11,3,0,28,2,14,15,27,130,67,129,8,11,75,11,18,4,6,17,14,10,12,18,3,407,246,105,57
11370,2022-03,562,44,197,6,19,4,0,0,2,1,9,13,13,84,6,197,8,1,30,4,1,2,2,25,23,6,5,8,0,340,95,69,50
11371,2022-03,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11372,2022-03,1357,262,201,152,49,15,5,0,2,9,13,12,14,123,152,201,21,38,130,42,25,23,26,10,23,37,6,47,9,620,483,74,124
11373,2022-03,1843,305,321,172,66,19,22,0,4,15,43,20,18,240,172,321,45,24,177,37,22,13,15,51,56,46,39,55,33,879,526,145,205
11374,2022-03,976,298,160,49,25,4,0,0,2,2,22,6,11,78,49,160,22,3,258,5,10,8,26,11,40,19,20,22,0,531,262,63,98
11375,2022-03,1374,209,133,155,62,8,13,0,0,15,37,36,29,73,155,133,49,15,111,7,27,18,17,36,57,26,17,37,13,506,488,156,174
11377,2022-03,1786,307,388,103,54,22,11,0,3,3,27,13,65,166,103,388,38,33,177,13,46,8,8,33,96,41,28,32,14,925,442,165,208
11378,2022-03,1680,131,660,12,27,3,1,0,1,1,24,16,213,141,12,660,11,20,68,21,11,3,6,48,98,11,33,7,1,1145,199,158,170
11379,2022-03,1223,56,398,20,26,14,0,0,0,2,16,24,101,93,20,398,7,7,33,3,5,3,2,43,57,2,31,95,0,650,199,142,137
11385,2022-03,3589,517,1049,134,90,57,4,0,0,4,50,30,101,329,134,1049,52,95,254,59,53,24,41,144,149,60,35,84,4,1992,830,375,304
11411,2022-03,387,40,65,7,22,2,0,0,0,0,14,18,26,13,7,65,2,14,20,2,2,1,3,25,49,4,16,4,1,150,80,74,78
11412,2022-03,867,67,91,35,57,5,2,0,0,1,14,42,53,49,35,91,6,3,40,4,14,3,8,59,62,15,30,12,2,262,243,204,144
11413,2022-03,811,43,129,17,40,2,0,0,0,1,23,35,89,41,17,129,0,9,21,3,10,2,6,39,68,5,40,6,0,312,199,160,134
11414,2022-03,991,42,114,5,45,12,0,0,0,2,28,35,27,36,5,114,6,2,26,2,6,6,7,40,50,10,31,14,0,225,509,125,118
11415,2022-03,389,91,52,35,17,3,0,0,0,0,5,5,6,31,35,52,6,1,54,8,18,5,2,13,22,12,3,7,0,175,129,38,40
11416,2022-03,824,84,163,16,29,10,1,0,0,3,6,16,40,125,16,163,4,15,35,14,16,5,8,31,14,13,18,16,1,418,188,155,46
11417,2022-03,934,93,169,22,37,16,0,0,0,4,10,30,70,124,22,169,9,1,51,10,17,3,11,46,45,7,38,24,0,453,177,188,92
11418,2022-03,1161,138,172,58,42,5,5,0,1,0,9,25,77,110,58,172,5,16,67,13,37,3,4,25,59,17,8,8,5,503,205,320,120
11419,2022-03,1541,258,198,66,63,14,0,0,1,6,15,26,53,212,66,198,6,24,101,38,89,10,15,46,54,37,30,31,0,741,387,270,112
11420,2022-03,1399,134,178,62,71,14,6,0,0,4,17,35,102,172,62,178,8,8,87,7,24,7,18,61,76,36,18,33,6,609,362,262,127
11421,2022-03,1325,116,371,59,22,5,0,0,0,1,21,9,117,157,59,371,10,3,66,18,19,7,2,41,65,13,6,16,0,761,239,164,145
11422,2022-03,690,48,84,18,30,2,1,0,4,0,18,19,72,35,18,84,4,2,24,7,11,2,4,37,95,11,21,10,1,247,183,121,128
11423,2022-03,719,86,70,80,44,3,1,0,0,0,17,33,38,59,80,70,3,5,68,4,6,7,8,18,53,11,30,11,1,256,234,116,101
11426,2022-03,293,16,42,2,6,3,1,0,1,0,18,4,22,7,2,42,1,3,8,1,3,0,0,20,27,2,7,3,1,94,94,42,59
11427,2022-03,487,45,84,22,26,10,0,0,0,1,11,16,19,22,22,84,6,0,38,0,1,11,4,19,38,10,22,14,0,171,180,59,63
11428,2022-03,381,27,43,10,7,1,0,0,0,0,6,7,37,17,10,43,3,0,20,1,3,0,4,15,53,0,32,1,0,125,116,62,77
11429,2022-03,538,40,61,15,32,3,0,0,1,3,6,20,40,23,15,61,8,3,18,5,6,11,4,31,66,12,21,8,0,168,182,98,82
11430,2022-03,175,0,11,0,0,0,1,0,63,0,10,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,1,12,146,0,16
11432,2022-03,1555,329,98,132,65,13,6,0,0,9,24,29,28,88,132,98,15,12,131,28,142,37,38,39,53,36,17,38,6,630,525,214,142
11433,2022-03,1040,129,92,49,64,9,2,0,1,2,3,33,54,101,49,92,8,3,90,10,17,9,13,38,54,31,20,20,3,381,292,265,79
11434,2022-03,1370,109,138,43,85,11,2,0,0,0,26,54,107,78,43,138,3,2,69,8,25,22,29,57,66,31,56,19,2,450,401,323,175
11435,2022-03,1401,205,155,45,119,22,4,0,1,6,21,46,28,179,45,155,17,11,128,17,32,23,14,29,47,73,32,40,5,569,418,258,111
11436,2022-03,565,92,60,9,30,5,1,0,0,0,14,22,36,58,9,60,5,2,57,5,23,7,7,17,16,8,19,8,1,257,146,108,45
11691,2022-03,1278,158,118,121,120,12,3,0,0,1,28,47,41,68,121,118,31,4,101,8,14,32,40,49,63,73,20,37,4,365,559,190,123
11692,2022-03,314,64,23,33,23,1,0,0,0,0,19,9,6,12,33,23,2,0,60,1,1,3,9,14,10,14,6,2,0,104,130,42,36
11693,2022-03,293,35,53,19,6,1,0,0,1,0,18,2,12,6,19,53,2,3,14,5,11,3,4,1,32,4,5,3,0,106,91,24,69
11694,2022-03,535,70,92,34,20,3,0,0,0,1,39,6,4,13,34,92,8,5,41,7,5,3,8,16,50,14,9,9,0,175,175,44,132
11695,2022-03,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
11697,2022-03,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,10
12345,2022-03,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10000,2022-04,53,3,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,21,0,28
10001,2022-04,1405,264,130,27,19,6,49,0,31,10,14,8,8,16,27,130,44,50,109,56,4,10,7,0,42,11,9,103,57,449,643,46,107
10002,2022-04,2209,973,284,104,23,14,21,0,5,9,51,5,18,21,104,284,88,223,286,227,148,1,8,0,38,18,12,40,50,1303,595,102,119
10003,2022-04,1720,536,91,95,44,21,39,0,22,14,18,10,6,13,95,91,54,81,233,103,31,10,13,1,59,34,12,53,99,719,618,77,154
10004,2022-04,161,27,33,0,2,0,4,0,1,0,4,0,0,0,0,33,14,4,7,2,0,0,0,0,12,2,1,1,4,50,71,5,30
10005,2022-04,159,59,4,1,4,3,16,0,3,1,2,3,1,1,1,4,16,7,28,6,2,2,1,0,20,1,0,5,16,54,52,4,28
10006,2022-04,102,25,14,0,2,0,3,0,2,0,0,1,0,1,0,14,13,1,5,4,2,0,0,0,7,1,4,9,3,28,48,2,12
10007,2022-04,318,57,38,2,1,2,12,0,3,4,21,1,1,0,2,38,29,4,14,3,5,0,1,0,22,0,2,7,12,101,111,7,80
10009,2022-04,1869,695,97,90,52,37,28,0,8,8,11,12,8,16,90,97,68,103,298,175,46,14,23,1,30,40,16,65,149,945,535,83,92
10010,2022-04,780,195,55,51,24,9,36,0,11,4,5,9,1,4,51,55,39,30,77,23,20,6,14,0,29,15,3,28,38,284,318,39,73
10011,2022-04,1720,377,111,18,40,17,41,0,19,11,19,15,5,12,18,111,77,44,144,81,31,14,20,1,37,25,11,78,61,528,847,106,100
10012,2022-04,1004,352,93,18,27,18,11,0,9,9,10,17,6,10,18,93,30,106,112,78,25,3,14,0,20,10,7,42,22,495,272,113,60
10013,2022-04,942,255,109,24,19,11,62,0,11,15,23,13,2,16,24,109,46,63,66,55,25,0,3,0,50,6,6,35,72,390,236,88,121
10014,2022-04,1106,332,61,70,25,25,18,0,16,18,14,10,1,12,70,61,69,86,65,98,14,12,26,0,29,15,11,54,46,390,457,65,94
10016,2022-04,1405,317,136,109,32,17,50,0,20,8,16,11,7,12,109,136,88,42,114,45,26,5,13,3,98,21,29,40,61,461,606,80,157
10017,2022-04,412,75,29,20,5,4,33,0,25,3,13,3,4,2,20,29,14,7,22,26,6,0,2,0,12,2,5,13,36,117,162,27,57
10018,2022-04,575,84,74,11,18,2,25,0,10,4,2,7,2,16,11,74,16,7,32,18,11,8,3,1,21,11,4,18,63,239,152,36,67
10019,2022-04,1775,430,289,116,45,12,100,0,42,15,10,10,5,20,116,289,86,48,69,90,132,14,22,2,56,35,8,54,131,793,619,54,124
10021,2022-04,666,167,85,21,12,25,9,0,10,8,20,6,5,9,21,85,72,21,37,18,19,8,9,1,40,6,14,43,9,202,268,35,109
10022,2022-04,777,180,126,18,23,6,30,0,15,9,6,15,1,4,18,126,56,23,66,16,19,7,11,0,50,8,11,25,34,292,284,39,103
10023,2022-04,1914,244,162,37,27,16,65,0,16,6,12,14,3,5,37,162,79,29,91,31,14,17,6,1,28,13,6,50,66,368,1280,44,106
10024,2022-04,1218,235,151,81,37,50,20,0,12,8,13,10,8,6,81,151,70,41,84,23,17,12,11,5,41,27,8,72,21,369,584,80,92
10025,2022-04,2003,618,176,200,110,74,24,0,22,11,19,31,10,5,200,176,88,44,282,147,52,46,33,0,39,79,16,116,28,766,867,118,108
10026,2022-04,1450,426,106,233,71,53,7,0,2,9,25,10,19,2,233,106,19,42,171,152,38,39,53,1,14,61,7,72,8,587,668,60,55
10027,2022-04,1951,742,157,155,87,38,16,0,4,6,44,13,10,19,155,157,27,35,509,137,32,46,54,0,53,74,6,59,16,930,726,76,144
10028,2022-04,987,280,98,57,25,37,9,0,7,7,10,9,9,7,57,98,62,52,75,40,16,13,7,1,39,16,5,63,10,347,446,37,84
10029,2022-04,1671,574,124,159,52,40,25,0,7,3,61,2,14,24,159,124,29,36,320,153,32,46,42,0,29,50,11,85,41,797,572,60,116
10030,2022-04,1049,283,126,122,78,27,3,0,1,9,3,8,3,15,122,126,10,26,160,63,24,37,54,0,7,70,5,48,3,431,501,45,21
10031,2022-04,2681,1061,215,294,128,37,15,0,0,3,20,12,19,14,294,215,47,100,520,302,88,88,89,1,24,116,15,112,16,1315,1101,77,60
10032,2022-04,2095,651,251,305,118,12,7,0,1,5,14,8,12,6,305,251,29,36,239,258,85,89,87,0,33,110,16,30,7,913,1031,48,66
10033,2022-04,1761,592,141,271,81,62,8,0,0,3,17,2,30,4,271,141,40,32,201,221,89,50,59,0,20,79,3,75,10,756,792,63,65
10034,2022-04,1845,813,256,227,80,17,7,0,1,7,22,1,10,21,227,256,15,33,163,421,178,40,41,0,35,79,15,35,7,1104,583,27,89
10035,2022-04,1890,640,179,100,50,76,16,0,4,6,59,7,22,21,100,179,11,4,134,350,139,26,58,0,27,43,8,91,20,1131,456,82,110
10036,2022-04,1316,255,90,43,51,12,116,0,34,5,4,10,1,5,43,90,53,59,78,38,27,10,10,3,53,41,19,35,126,370,634,60,91
10037,2022-04,620,94,153,72,27,1,2,0,1,2,22,2,7,10,72,153,13,5,32,30,14,10,54,0,10,25,5,8,4,265,260,42,41
10038,2022-04,590,121,96,11,5,9,83,0,6,4,12,1,1,4,11,96,50,7,37,17,9,4,2,0,24,4,4,23,83,199,195,19,71
10039,2022-04,930,288,51,98,77,9,1,0,1,0,4,4,13,9,98,51,24,3,151,81,13,47,52,0,1,73,15,24,1,349,498,43,15
10040,2022-04,1597,545,217,282,74,24,3,0,0,4,14,2,4,21,282,217,29,30,168,189,129,51,47,1,18,72,4,43,3,776,693,30,52
10041,2022-04,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
10044,2022-04,19,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,2,0,2,0,1,15,0,1
10055,2022-04,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10065,2022-04,692,147,81,39,27,7,13,0,6,6,35,6,4,2,39,81,65,7,47,12,16,8,7,0,47,21,8,22,32,221,283,38,96
10069,2022-04,72,26,22,0,2,1,0,0,0,0,1,0,5,0,0,22,14,0,0,1,10,0,0,0,4,2,0,1,0,39,21,1,10
10075,2022-04,337,106,28,23,8,5,3,0,6,5,6,4,3,1,23,28,35,7,35,22,3,1,1,0,37,4,5,16,3,104,125,26,63
10103,2022-04,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
10105,2022-04,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
10106,2022-04,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
10107,2022-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10110,2022-04,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
10111,2022-04,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
10115,2022-04,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10119,2022-04,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
10121,2022-04,12,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0
10123,2022-04,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
10128,2022-04,1001,380,86,25,27,26,13,0,11,3,24,7,8,13,25,86,70,40,96,143,27,17,9,1,48,20,27,44,25,447,337,50,98
10151,2022-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10153,2022-04,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
10154,2022-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10165,2022-04,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10166,2022-04,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
10167,2022-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10168,2022-04,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
10169,2022-04,48,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,4,0,0
10170,2022-04,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10171,2022-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10172,2022-04,22,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,22
10173,2022-04,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0
10174,2022-04,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10178,2022-04,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
10179,2022-04,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
10271,2022-04,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10278,2022-04,24,2,16,0,0,0,1,0,0,1,0,0,0,0,0,16,2,0,0,0,0,0,0,0,1,0,0,1,1,16,3,0,3
10280,2022-04,28,11,7,0,0,0,0,0,0,0,0,0,1,1,0,7,5,1,2,1,2,0,0,0,0,0,0,0,0,17,10,1,0
10281,2022-04,7,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,1
10282,2022-04,16,3,3,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,5,0,0,0,0,5,6,0,5
10301,2022-04,1060,211,87,50,67,14,3,0,1,0,47,30,45,55,50,87,8,34,90,29,49,9,11,4,49,37,37,24,4,410,337,143,142
10302,2022-04,540,76,70,6,35,10,2,0,0,5,17,25,15,16,6,70,12,6,48,7,2,5,5,3,19,10,21,18,2,178,179,99,64
10303,2022-04,509,75,42,8,34,4,3,0,0,2,20,22,18,14,8,42,8,2,51,6,8,4,8,2,24,12,31,14,3,148,164,111,69
10304,2022-04,1031,156,54,37,80,12,3,0,0,2,44,39,20,42,37,54,7,7,101,7,34,19,18,3,102,41,35,23,3,282,377,168,178
10305,2022-04,800,92,91,12,47,7,0,0,0,1,46,39,29,31,12,91,7,2,69,2,12,4,6,4,103,8,37,13,1,258,209,127,192
10306,2022-04,1257,141,63,12,77,3,2,0,0,6,52,71,31,12,12,63,26,5,82,4,24,6,2,5,240,6,83,14,2,253,372,262,354
10307,2022-04,311,56,17,1,22,1,1,0,0,0,13,21,12,5,1,17,16,8,20,8,2,0,0,1,30,1,28,7,1,80,103,67,53
10308,2022-04,544,33,57,0,48,17,0,0,0,5,23,45,38,7,0,57,11,3,17,2,0,0,0,4,46,3,19,32,0,136,142,137,97
10309,2022-04,837,71,55,7,62,4,0,0,0,0,39,54,45,11,7,55,12,1,49,6,3,0,1,3,106,8,50,9,0,189,206,262,171
10310,2022-04,506,58,40,12,40,10,0,0,1,3,15,29,18,21,12,40,14,4,31,5,4,5,4,3,29,11,25,19,0,133,185,102,67
